개수,위도,경도
1,37.585299,127.073473
1,37.585326,127.073646
1,37.585362,127.073866
1,37.585146,127.073986
1,37.585111,127.073776
1,37.585074,127.073568
1,37.58503,127.073361
1,37.584996,127.073163
1,37.584952,127.072912
1,37.584915,127.072717
1,37.584878,127.072485
1,37.584775,127.072318
1,37.584657,127.072432
1,37.584504,127.072556
1,37.584344,127.072673
1,37.584201,127.072791
1,37.584909,127.07186
1,37.584894,127.071773
1,37.584872,127.071686
1,37.584855,127.0716
1,37.584835,127.071516
1,37.584818,127.07143
1,37.584798,127.071334
1,37.584783,127.071259
1,37.584764,127.071182
1,37.584645,127.071207
1,37.584663,127.071278
1,37.584676,127.071365
1,37.584699,127.07145
1,37.584716,127.071537
1,37.584736,127.071628
1,37.584751,127.071698
1,37.584771,127.071791
1,37.584798,127.071885
1,37.585679,127.07509
1,37.585618,127.074859
1,37.585548,127.07462
1,37.585492,127.07437
1,37.58543,127.074139
1,37.585234,127.074279
1,37.5853,127.07451
1,37.585354,127.074721
1,37.585411,127.074946
1,37.585493,127.075255
1,37.585611,127.075451
1,37.585634,127.07553
1,37.585644,127.075598
1,37.585656,127.075664
1,37.585667,127.07573
1,37.585677,127.075795
1,37.585685,127.075858
1,37.585699,127.075916
1,37.585787,127.075874
1,37.585772,127.075825
1,37.585763,127.075764
1,37.585749,127.075694
1,37.585736,127.075623
1,37.585718,127.075546
1,37.585705,127.075491
1,37.585692,127.075433
1,37.585037,127.072479
1,37.585062,127.072615
1,37.585083,127.072753
1,37.585108,127.072894
1,37.585131,127.07304
1,37.585157,127.073191
1,37.585178,127.073327
1,37.585199,127.073465
1,37.585224,127.073587
1,37.585248,127.073732
1,37.58527,127.073857
1,37.585302,127.073989
1,37.585343,127.074157
1,37.585394,127.07433
1,37.585425,127.07447
1,37.585461,127.0746
1,37.585494,127.074712
1,37.585527,127.074838
1,37.585566,127.074988
1,37.585505,127.075032
1,37.585466,127.074885
1,37.585427,127.074743
1,37.585394,127.074623
1,37.585363,127.074476
1,37.585322,127.074351
1,37.585291,127.074194
1,37.58523,127.073991
1,37.585194,127.073872
1,37.585174,127.073742
1,37.585147,127.073601
